course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,level
Complete Deep Learning In R With Keras & Others,Minerva Singh,https://www.udemy.com/course/complete-deep-learning-in-r-with-keras-others/,"Deep Learning: Master Powerful Deep Learning Tools in R Like Keras, Mxnet, H2O and Others",4.7,140 reviews,8 total hours,All Levels
PHP & MySQL Professional Backend Certification,Karl G. Zafiris,https://www.udemy.com/course/backend-web-development-certification-php/,"Learn about Hashing in PHP, OOP (Object Oriented Programming), the MVC Design Pattern, PHP CRUD & MySQL Injection",4.5,139 reviews,2.5 total hours,All Levels
SQL Server Administration (Mock Internship Program Part1),Raphael Asghar,https://www.udemy.com/course/sql-server-administration-mock-internship-program-part-1/,Ge the 'experience' you desperately need for a SQL Server Administration job by taking this course.,4.5,139 reviews,6.5 total hours,Intermediate
Helm - The Kubernetes Package Manager hands-on course,Ahmed Elfakharany,https://www.udemy.com/course/helm-the-kubernetes-package-manager-hands-on-course/,Master Helm by doing real-world projects. Advance your DevOps career by adding Helm as a skillset. Do more with less!,4.4,139 reviews,4.5 total hours,Beginner
Intelligently Extract Text & Data from Document with OCR NER,"Gusksra R, Data Science Anywhere",https://www.udemy.com/course/business-card-reader-app/,"Develop Document Scanner App project that is Named entity extraction from scan documents with OpenCV, Pytesseract, Spacy",4.5,139 reviews,7.5 total hours,All Levels
The Complete Regular Expressions Universe (Master Course),Sandeep Kumar,https://www.udemy.com/course/the-complete-regular-expressions-beginner-to-expert/,"Master Regular Expressions (Regex/RegexP) for Python, PHP, Perl, JavaScript, Java, HTML, Ruby, Golang & other languages",4.0,139 reviews,5.5 total hours,All Levels
AWS Lambda - A Practical Guide,Daniel Galati,https://www.udemy.com/course/aws-lambda-a-practical-guide/,Learn AWS Lambda From An Industry Professional With 7+ Years Of Experience With AWS Lambda,4.8,139 reviews,7.5 total hours,All Levels
Mega CSS Animation Course : 30 Projects Included,Supriyo Kundu,https://www.udemy.com/course/mega-css-animation-course/,"Learn CSS Animation with unique projects (10 hover Effects ,10 Loader Animations, Character Animations and many more)",4.1,139 reviews,13 total hours,All Levels
Comprehensive JavaScript Programming,Jordan Hudgens,https://www.udemy.com/course/comprehensive-javascript-programming/,This comprehensive JavaScript programming course will teach you how to develop JavaScript applications in around 2 hours,4.3,139 reviews,3 total hours,All Levels
Flutter - How to Build an Ultimate Responsive App,Naresh Idiga,https://www.udemy.com/course/build-a-responsive-app-in-flutter-for-android-ios-web/,"Learn Responsive Design and How to Build a Responsive App in Flutter that runs on Android, iOS and Web",4.6,139 reviews,3.5 total hours,All Levels
Node.Js: Learning Koa.Js By Building REST APIs,Haider Malik,https://www.udemy.com/course/learning-koajs-by-building-rest-apis/,"The complete guide to build REST APISs with Koa.Js, Sequelize And Mysql",3.4,139 reviews,3.5 total hours,Intermediate
"Ultimate PHP, Laravel, CSS & Sass! Learn PHP, Laravel & Sass",Rick Sekuloski,https://www.udemy.com/course/ultimate-php-css-and-sass-enhance-your-javascript-skills/,"Learn PHP,Laravel,PDO,Security and create layouts using CSS GRID, Bootstrap, Flexbox,topped up with JavaScript and Ajax",4.1,139 reviews,95.5 total hours,All Levels
Getting Started with Embedded AI | Edge AI,Embedded Insider,https://www.udemy.com/course/getting-started-with-embedded-ai-hands-on-experience/,Explained a demo application to recognize fault of a small DC motor by analyzing vibrational pattern via Embedded/EdgeAI,4.3,139 reviews,3.5 total hours,Intermediate
The Complete Object Oriented PHP Developer Course,Gary Clarke,https://www.udemy.com/course/the-complete-object-oriented-php-developer-course/,Your fast-track to becoming a professional PHP developer.,4.6,139 reviews,8 total hours,All Levels
UDP Socket Programming For Distributed Computing in C#.Net,Naeem Akram,https://www.udemy.com/course/udpsocketprogramming/,"Socket programming, make chat application in C# .Net, distributed applications & network programming for IoT/VoIP",4.2,139 reviews,3 total hours,All Levels
C# programming step by step - from Beginner to Advanced,Patrick Videos,https://www.udemy.com/course/c-programming-step-by-step-made-easy-for-beginners/,The easy way to learn C# Step by Step in the shortest possible time.,4.4,139 reviews,7 total hours,Beginner
The Ultimate CSS - Best Practise on Animations & Effects,B Praveen Kumar,https://www.udemy.com/course/the-ultimate-css-best-practise-on-animations-effects/,Brush up your CSS skills and dive in even deeper. EVERY web developer has to know CSS.,4.4,139 reviews,2.5 total hours,All Levels
SQL SERVER ADMINISTRATION: GETTING A JOB,Raphael Asghar,https://www.udemy.com/course/sql-server-administration-getting-a-job/,A personal guide on how to secure a SQL Server Administration Job and the requisites the student needs,5.0,139 reviews,1 total hour,Beginner
Learn to Make iPhone Apps with Objective C for iOS7,Paul Solt,https://www.udemy.com/course/how-to-program-ios7-iphone-apps-from-scratch-in-objective-c/,"Create apps for iOS7 without any programming experience. Learn how to write Objective C code, design UI, and use Xcode.",4.5,139 reviews,13.5 total hours,All Levels
React Native Projects,Packt Publishing,https://www.udemy.com/course/react-native-projects/,"Develop Native Cross-Platform Mobile Apps Faster, Easier, and Better with React Native!",3.5,139 reviews,4 total hours,Intermediate
React Native Projects,Packt Publishing,https://www.udemy.com/course/react-native-projects/,"Develop Native Cross-Platform Mobile Apps Faster, Easier, and Better with React Native!",3.5,139 reviews,4 total hours,Intermediate
JavaScript - Tricks and Workarounds,IT Solutions,https://www.udemy.com/course/javascript-tricks-and-workarounds/,Explanation of JavaScript coupled with awesome code examples that are readable and easy to understand,3.7,139 reviews,5 total hours,All Levels
190+ Android Interview Questions,"Vyara Georgieva, Denis Buchel",https://www.udemy.com/course/a-z-guide-to-android-interview-success/,The ultimate Q&A course everyone interested in Android needs to pass (Android 7.0),4.0,139 reviews,2 total hours,All Levels
Data Visualization & Data Wrangling Masterclass with Python,Data Is Good Academy,https://www.udemy.com/course/data-visualization-wrangling-python/,"Master Advanced Data Visualization, Data Preprocessing, Data Wrangling in Python with Industry Level Projects",3.6,139 reviews,9.5 total hours,All Levels
Modding By Kaupenjoe: Fabric Modding for Minecraft 1.18.1,Kaupenjoe (Nico),https://www.udemy.com/course/minecraft-modding-fabric-118/,Learn Minecraft Modding with Fabric and Java. Beginner Friendly Introduction to Java and Minecraft Modding with Fabric!,4.6,139 reviews,15 total hours,All Levels
Practical Reactive Streams with Akka and Java,"Matt Greencroft, Virtual Pair Programmers",https://www.udemy.com/course/practical-reactive-streams-with-akka-and-java/,"Learn how to build asynchronous, non-blocking reactive streams with back-pressure - a really practical hands-on course",4.6,139 reviews,8.5 total hours,Expert
Learning Path: Drupal: Application Development With Drupal 8,Packt Publishing,https://www.udemy.com/course/learning-path-drupal-application-development-with-drupal-8/,Get acquainted with the features of Drupal 8 and harness its power to create efficient applications,4.0,139 reviews,8 total hours,Expert
ASP.NET CORE and C# REST API With Real World Projects,Ebenezer Ogbu,https://www.udemy.com/course/aspnet-core-and-c-rest-api-with-real-world-projects/,"Learn How To Build Real World, Production Ready REST APIs  Using Asp.Net Core and C#",4.4,139 reviews,22.5 total hours,All Levels
Reactive Programming in Java using RXJava 3.x - ReactiveX,Basics Strong,https://www.udemy.com/course/reactive-programming-in-java-using-rxjava-3x-reactivex/,Reactive programming Paradigm using RxJava 3.0 and Reactive Streams | Build Next Gen programming skills in Modern Java,4.7,138 reviews,7.5 total hours,All Levels
Get started with GIS & Remote Sensing in QGIS #Beginners,Kate Alison,https://www.udemy.com/course/basics-of-geographic-information-systems-gis-with-open-tools/,"Get an overview and learn basics of GIS, QGIS and Remote Sensing with open data & tools (QGIS and Google Earth Engine)",4.4,138 reviews,2.5 total hours,Beginner
"SwiftUI iOS13 Coffee Shop Application, Order Products Online",David Kababyan,https://www.udemy.com/course/swiftui-ios13-coffee-shop-application/,"Build Coffee Shop Application for iOS using xCode 11, SwiftUI, iOS 13, Firebse Firestore, Swift 5. Best SwiftUI tutorial",4.7,138 reviews,8 total hours,Intermediate
JavaScript Basics made easy for beginners,Laurence Svekis,https://www.udemy.com/course/course-javascript/,"Quick start to learning JavaScript for beginners, explore how to write JavaScript with script examples and exercises",4.2,138 reviews,3 total hours,Beginner
No-Code Machine Learning Using Amazon AWS SageMaker Canvas,Prince Patni,https://www.udemy.com/course/no-code-machine-learning-using-amazon-aws-sagemaker-canvas/,Build your Machine Learning Model and get accurate predictions without writing any Code using AWS SageMaker Canvas,4.3,138 reviews,1.5 total hours,All Levels
Text Mining and NLP using R and Python,ExcelR Solutions,https://www.udemy.com/course/text-analyticstext-mining-using-r/,Data Science Text Mining and NLP using R and Python,3.2,138 reviews,3.5 total hours,All Levels
JavaScript And PHP Programming Complete Course,PROPER DOT INSTITUTE,https://www.udemy.com/course/javascript-and-php-programming-complete-course/,Learn JavaScript Programming Language And PHP Programming Language for Frontend And Backend Development,4.4,138 reviews,5 total hours,Beginner
ISTQB Foundation Level 2022 Syllabus Sample Exams,"T Roshdy, Nezam Academy",https://www.udemy.com/course/istqb-foundation-level-syllabus-sample-exams/,New Sample exams to help you in passing the ISTQB-FL exam,4.2,138 reviews,240 questions,Current price: E£199.99
Build A Weather App With Ajax Using Open Weather Map API,Uzochukwu Eddie Odozi,https://www.udemy.com/course/build-a-weather-app-with-ajax-using-open-weather-map-api/,Use Open Weather Map API to build a web app that can be used to get current weather and forecast weather data,4.5,138 reviews,4.5 total hours,All Levels
JavaScript: Learn Front End Web Development,AS Learning,https://www.udemy.com/course/lern-front-end-web-development-with-javascript/,"Are you ready to become a full stack Web Developer? If your answer is YES, then welcome to our course!",3.7,138 reviews,5 total hours,All Levels
Single&Multiplayer online game development Webgl's BabylonJs,"Ahmed Fathy, MSc",https://www.udemy.com/course/single-multiplayer-game-development-in-webgls-babylonjs/,The Extensive Webgl Series ! - Part II : Single and client - server Multiplayer Game Development Using Babylon Js,3.6,138 reviews,10 total hours,All Levels
"5 Courses - Master AWS, Analytics, Machine Learning, Bigdata",Kaushik Vadali,https://www.udemy.com/course/5-courses-master-aws-analytics-machine-learning-bigdata/,"Cloud Compute, Database, Security, Containers, Migration, data science, Database, Kinesis, Glue, Hadoop, Spark",3.2,138 reviews,12 total hours,All Levels
"Python Web Development with Django and Bootstrap, HTML, CSS",Oak Academy,https://www.udemy.com/course/web-development-with-bootstrap-python-django/,"Django and Python Web development with HTML, CSS, Bootstrap 4. Build responsive websites with Django and Python",4.3,138 reviews,21 total hours,All Levels
Become an Oracle Database Administrator (DBA),Bluelime Learning Solutions,https://www.udemy.com/course/a-guide-to-becoming-an-oracle-database-administrator-dba/,Learn the essential tools you will need to function effectively as an Oracle DBA,4.2,138 reviews,7.5 total hours,Beginner
JavaScript for complete beginners with practical exercises,Navjot Singh,https://www.udemy.com/course/javascript-for-beginners-b/,Build the real world JavaScript projects from scratch.,4.5,138 reviews,2.5 total hours,Beginner
Create Java API's fast and simple,Tom Jay,https://www.udemy.com/course/create-java-apis-fast-and-simple/,"Learn to create Java API backend services REST/JSON for mobile/web, host on your own Linux server. Tomcat/MongoDB",3.8,138 reviews,2 total hours,Beginner
Optimization Using Pattern Search Method: MATLAB Programming,Karthik K,https://www.udemy.com/course/directsearch/,A Quick Way to Learn and Solve Optimization Problems in MATLAB. A Course for Beginners.,4.1,138 reviews,1 total hour,All Levels
Google Kubernetes Engine (GKE) - A Beginner's Guide,Aseef Ahmed,https://www.udemy.com/course/google-kubernetes-engine-hands-on-lab-for-absolute-beginners/,Every expert was once a beginner,4.3,138 reviews,3 total hours,Beginner
"DevOps Engineering - Git, GitHub, Maven, JUnit, Log4j",Uplatz Training,https://www.udemy.com/course/devops-engineering-git-github-maven-junit-log4j/,"Learn DevOps with Git, Apache Maven, JUnit, Apache Log4j. Get build automation, testing skills to become DevOps Engineer",3.7,138 reviews,17.5 total hours,All Levels
